,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
2431,2431,1352,2556,2394,657,4133,8289,1738,6138,2936,3870,4630,33,443,2059,2239,2554,2916,4006,4134,1.0000000000000002,0.4714045207910316,0.4444444444444444,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2435,2435,133,3819,6123,4158,3929,4097,8268,6289,84,140,431,594,1215,1330,1331,1767,2670,2981,3025,1.0,0.4,0.4,0.4,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2438,2438,8842,7768,8414,1935,2907,3909,1710,2085,2149,3139,3154,3530,3592,4600,5293,6684,7343,8829,725,1.0000000000000002,0.3015113445777636,0.2721655269759087,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919
2440,2440,2102,5318,6164,3393,3467,3715,797,7614,620,1739,2172,2489,2650,2882,2895,4076,5904,6671,8121,1.0,0.4472135954999579,0.3749999999999999,0.3749999999999999,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3198010745334156,0.3061862178478972,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999
2441,2441,307,6526,5259,6153,7174,7364,4094,2115,3486,8661,5310,7322,9170,1208,1655,3550,5332,6037,7751,1.0,0.7,0.5,0.4,0.4,0.4,0.4,0.3813850356982369,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
2442,2442,8328,2115,3486,8661,5310,9170,1655,1878,3550,5332,134,215,307,340,1151,1154,1738,1754,1871,1.0,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2443,2443,2482,5226,313,1264,2328,8112,861,1979,3089,644,1880,1941,1959,3523,4915,4932,5254,6695,7646,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2445,2445,16,450,993,6544,218,2334,3647,3673,4809,5207,5261,6356,7187,7404,7630,7857,7882,8428,8712,1.0000000000000002,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2452,2452,136,5834,8258,8126,2280,7746,161,7994,6176,8481,62,142,486,1097,1170,1429,1692,2460,2775,1.0000000000000002,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3481553119113957,0.3418817293789138,0.3418817293789138,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
2458,2458,1287,1082,324,1455,7156,1034,82,302,1454,1456,1457,1458,3014,3422,3460,5956,6112,6178,6645,1.0000000000000002,0.6666666666666667,0.6324555320336759,0.3333333333333333,0.3162277660168379,0.2519763153394848,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2460,2460,8126,2280,7746,161,7994,5946,6176,136,142,307,333,486,1097,1170,1172,1429,1692,2637,2775,1.0,0.3651483716701108,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2461,2461,7460,2621,4136,5817,1903,2036,3005,3087,3846,4636,4934,7039,7552,7823,8186,7070,7785,236,2662,1.0,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2581988897471611,0.2581988897471611
2466,2466,7437,295,809,3002,4809,6187,6868,6919,229,314,1290,1330,2219,3185,3467,7603,7771,4082,3004,1.0,0.3651483716701108,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2581988897471611
2467,2467,6249,2298,2188,4046,4327,3761,5734,5785,1342,1662,2650,3523,3909,7248,7556,7757,8682,504,540,1.0000000000000002,0.408248290463863,0.3651483716701107,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2721655269759087,0.2721655269759087
2468,2468,7632,7406,6593,5960,3225,3871,1342,7881,9102,513,1272,1755,2379,2690,4354,5445,5885,6864,6948,1.0000000000000002,0.5555555555555556,0.3535533905932737,0.3162277660168379,0.2886751345948128,0.2773500981126146,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2473,2473,2115,4108,2873,8595,6950,46,192,510,607,811,935,1038,1039,1123,1256,1497,1791,2029,2392,1.0,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2474,2474,1078,6383,6061,4788,8453,929,644,1369,489,3166,6301,6976,7641,7882,8208,921,1004,1497,1724,1.0,0.4264014327112208,0.4264014327112208,0.4020151261036848,0.3813850356982369,0.3813850356982369,0.3481553119113957,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
2475,2475,8220,5159,7136,3689,6678,7279,6812,7115,7207,336,3564,5310,8160,2246,3659,938,1397,1901,1904,1.0,0.6,0.5270462766947299,0.5270462766947299,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3508232077228117,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3
2476,2476,4915,7245,8204,8082,3137,3442,4304,6522,6973,6992,8544,540,1147,1297,1306,1712,1779,1882,1913,1.0000000000000002,0.4714045207910316,0.3162277660168379,0.3015113445777636,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2482,2482,4644,3523,1392,2443,6249,131,671,785,1519,1546,1594,2851,2972,4633,6110,6188,6503,6609,6917,1.0,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2485,2485,3100,7987,7398,645,1030,1208,2084,3550,3602,3659,4845,6039,8000,288,619,791,1038,1039,1170,1.0,0.3354101966249684,0.3198010745334156,0.3061862178478972,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2486,2486,2512,3647,4014,4809,4845,6136,6356,7495,7849,8503,41,89,1374,3712,3950,6224,6819,6984,7203,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
2488,2488,1082,1217,3764,4494,1355,3464,4678,8052,3700,3914,2681,8082,4544,6611,644,3137,3352,3442,4304,1.0,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.282842712474619,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2489,2489,2017,61,2041,2440,3485,4274,489,774,1214,1790,2085,2241,2833,4011,4548,5155,5730,6301,6355,1.0,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2490,2490,5350,708,7686,10,414,2017,2166,3800,7329,7417,650,1625,2299,2582,2910,3873,5295,6018,631,1.0000000000000002,0.4558423058385518,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3418817293789138,0.3418817293789138,0.3418817293789138,0.3418817293789138,0.3418817293789138,0.3418817293789138,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3015113445777636
2491,2491,3288,5887,5921,2621,2020,6229,8169,3801,5992,8976,620,1739,2172,2440,2650,2882,2895,3929,4076,1.0000000000000002,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2108185106778919,0.2108185106778919,0.1360827634879543,0.1259881576697424,0.1259881576697424,0.1259881576697424,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579,0.1178511301977579
2492,2492,4108,6710,3765,6596,8775,7405,8976,147,2873,4915,6310,7617,8225,8595,15,73,98,223,277,1.0000000000000002,0.3779644730092272,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2504,2504,1586,1908,3659,615,951,1841,2126,5296,7001,7307,7613,7824,8119,8133,8141,8861,2966,336,2368,1.0,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2132007163556104,0.196116135138184,0.1581138830084189
2505,2505,2134,3549,324,1457,3422,4893,6645,7246,7413,8103,667,1234,1235,1455,1742,2960,3591,4053,5352,1.0,0.4,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2512,2512,2486,6500,7495,89,2576,2601,3826,3950,6984,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
2523,2523,8038,6238,6550,8328,2944,13,63,6037,6849,6887,8591,9072,162,215,307,1644,2441,2442,3011,1.0,0.5,0.4,0.4,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2527,2527,899,6563,1970,2805,6845,7437,7648,2012,3801,4158,6094,6381,6794,33,784,801,1555,1691,2041,1.0,0.2981423969999719,0.2981423969999719,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.1690308509457033,0.1690308509457033,0.1690308509457033,0.1690308509457033,0.1690308509457033,0.1690308509457033,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189
2533,2533,8382,53,478,506,1137,1185,1190,1546,2802,3016,3427,3624,3661,5722,5763,5856,5905,5932,6213,1.0,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2543,2543,4163,888,1984,4134,4616,5725,6283,7400,7412,8121,8225,8464,8595,8813,9101,218,1196,1600,1720,1.0,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2544,2544,6112,6935,1962,4191,6560,7394,6662,1445,4971,6022,7156,9225,39,856,1034,1850,2133,2272,2909,1.0,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2132007163556104,0.2041241452319315,0.1443375672974064,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999
2552,2552,2414,5737,6813,920,6562,2290,2746,3241,4789,5138,6525,7855,9243,152,1612,1623,2672,2692,2809,1.0,0.3749999999999999,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2553,2553,542,524,1625,631,810,1139,2556,117,255,2297,3030,4004,1884,7070,2886,2662,2936,3138,8436,1.0,0.4472135954999579,0.3749999999999999,0.3749999999999999,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3198010745334156,0.3198010745334156,0.3162277660168379,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129
2554,2554,2556,2936,2907,223,310,2413,3592,6402,6991,542,2383,3016,5119,5755,6213,6804,7897,633,797,1.0,0.4714045207910316,0.4330127018922194,0.3749999999999999,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3198010745334156,0.3198010745334156
2555,2555,310,805,2556,921,2784,2936,3486,1352,2554,6155,6351,21,277,907,1438,2395,2431,3697,4069,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.2886751345948128,0.2721655269759087,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2556,2556,1352,2554,2431,542,6138,2936,2553,4134,310,805,2555,3544,4133,7481,2029,3026,1405,3191,2886,1.0,0.4714045207910316,0.4714045207910316,0.4444444444444444,0.4216370213557839,0.4216370213557839,0.408248290463863,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2981423969999719
2567,2567,7529,5938,6504,7047,8133,9295,336,1691,8160,1057,2949,7602,8898,224,287,615,656,897,910,1.0,0.4216370213557839,0.4,0.4,0.4,0.4,0.4,0.3508232077228117,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3
2568,2568,7602,2832,4328,6192,8202,1691,8160,176,1057,1920,2949,7967,8898,224,287,615,656,897,910,1.0,0.4216370213557839,0.4,0.4,0.4,0.4,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3
2569,2569,2805,7648,6381,2041,1382,4400,5303,341,1182,1205,1398,1476,1987,2028,2055,2568,2697,2752,2794,1.0,0.3651483716701108,0.3651483716701108,0.3585685828003181,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2570,2570,3415,3081,6993,806,2115,2129,2280,3486,4544,7441,7746,8661,161,3488,3564,5310,7322,7682,7994,1.0000000000000002,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2572,2572,336,349,754,9170,2112,3117,8976,3929,4616,8121,2621,4873,5110,5753,5879,6694,8505,8611,40,1.0000000000000002,0.3698001308168194,0.3698001308168194,0.3563483225498992,0.3535533905932737,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919
2576,2576,114,1303,1829,2348,2512,2642,4159,6247,436,1502,1833,2601,3215,3764,3826,4786,6492,602,2165,1.0,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831
2580,2580,3134,5879,3240,5965,8126,2280,7746,161,3564,7994,6176,136,142,486,1097,1170,1429,1692,2460,1.0000000000000002,0.4767312946227962,0.4020151261036848,0.3813850356982369,0.3813850356982369,0.3481553119113957,0.3418817293789138,0.3418817293789138,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
2581,2581,3138,3718,2030,3454,3192,3473,7070,5311,2662,3004,3983,4091,8436,414,458,2017,2166,2967,3013,1.0,0.2886751345948129,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2132007163556104,0.2041241452319315,0.1443375672974064,0.1443375672974064,0.1443375672974064,0.1443375672974064,0.1443375672974064,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1336306209562121,0.1336306209562121
2582,2582,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2910,3873,5295,6018,631,3673,4038,6061,6154,1.0,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737
2586,2586,9012,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,2354,3761,3800,3852,5350,5734,5785,6094,1.0000000000000002,0.2860387767736777,0.2611164839335468,0.2461829819586655,0.2461829819586655,0.2461829819586655,0.2461829819586655,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759
2588,2588,340,1001,7336,6579,2115,3013,3486,4158,8520,8661,8976,1861,2313,2589,3929,4097,5310,7617,8268,1.0,0.3,0.3,0.3,0.2860387767736777,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2589,2589,409,744,1686,1861,2313,4156,5746,6351,6653,845,1660,1878,5704,5942,6174,6697,6976,7326,7407,1.0,0.3535533905932737,0.3535533905932737,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2592,2592,951,4098,6785,3229,4005,4425,2059,4275,8448,98,418,1319,1484,2512,3554,4153,4809,6601,6997,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2598,2598,2907,3592,5219,696,1427,2383,3437,6213,6510,6804,7897,1405,3191,5727,5334,3643,1135,2554,2829,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2773500981126146,0.2672612419124244,0.2357022603955158,0.2357022603955158,0.2357022603955158
2599,2599,7171,973,1311,1323,1330,1774,1985,2604,3657,4787,6512,7346,7847,7866,7912,862,1264,2328,6845,1.0,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831
2601,2601,3826,4758,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3873,5295,6018,631,692,1.0,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379
2602,2602,2028,2805,2974,1705,2996,3189,3699,5150,5998,6195,6320,6431,7163,7569,7621,7888,7911,8105,8339,1.0,0.4,0.3651483716701108,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2603,2603,3228,4238,4108,2873,7994,8595,1419,6950,46,192,510,607,811,935,1038,1039,1123,1256,1497,1.0,0.4,0.4,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2604,2604,3657,7343,915,973,1400,1594,1774,2300,2599,3066,3571,5156,6239,7285,7847,8620,8782,9089,6243,1.0,0.4,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777
2606,2606,1327,4226,3009,3835,6596,7336,7771,8861,9079,508,7437,7433,2012,3013,4158,6094,7405,1283,2944,1.0,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789
2615,2615,3647,6356,2634,6224,8287,888,904,1984,2144,2313,2357,6404,8493,88,211,277,409,613,657,1.0,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2620,2620,1217,1258,1497,2016,3397,3418,3793,6570,6866,1136,5421,4005,4108,4425,7405,147,2239,2389,2873,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2621,2621,6434,2652,8520,8976,2172,3929,5318,5904,7879,3447,3711,5110,559,1072,1651,1839,2036,2390,2461,1.0000000000000002,0.4216370213557839,0.3849001794597505,0.3779644730092272,0.3779644730092272,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
2622,2622,2017,1230,2956,2225,2854,3620,4058,6205,6665,6727,2423,3632,5311,414,2166,3761,3800,5350,7329,1.0000000000000002,0.4364357804719848,0.4351941398892446,0.4166666666666668,0.4003203845127179,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3481553119113957,0.3333333333333334,0.3333333333333334,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886
